alternative_explanation,artifact_status,baseline_bin,causal_status,condition,confidence,control_ari,control_variant,current_ari,dataset_id,delta_ari,effect_state,evidence_level,evidence_source,failure_pattern,gate_usage_raw,global_delta,global_metric,global_nonpositive,input_protocol,interpretation,intervention_location,label_free_local_metric_available,local_delta,local_global_disconnect,local_metric,local_metric_label_use,local_positive,magnitude_proxy_json,magnitude_proxy_keys,measurement_timing,negative_headroom,paired_delta_scope,positive_headroom,post_treatment_descriptor,readout,replay_eligible,seed_count,seeds,selection_policy,source_batch,status,structural_source,variant,variant_family,version
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.07263294929674055,scmae_only,0.05382698078103227,local__skillcraft1_master_table_dataset,-0.01880596851570828,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.07263294929674055,matched three-run group means; raw per-seed rows not in snapshot,0.9273670507032594,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.07263294929674055,scmae_only,0.0610339212114965,local__skillcraft1_master_table_dataset,-0.011599028085244052,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.07263294929674055,matched three-run group means; raw per-seed rows not in snapshot,0.9273670507032594,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.07263294929674055,scmae_only,0.06428250247392615,local__skillcraft1_master_table_dataset,-0.008350446822814397,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.07263294929674055,matched three-run group means; raw per-seed rows not in snapshot,0.9273670507032594,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.07263294929674055,scmae_only,0.056865909135940716,local__skillcraft1_master_table_dataset,-0.015767040160799835,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.07263294929674055,matched three-run group means; raw per-seed rows not in snapshot,0.9273670507032594,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.964649577277554,scmae_only,0.8551468880599762,local__smoker_condition,-0.10950268921757778,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.964649577277554,matched three-run group means; raw per-seed rows not in snapshot,0.03535042272244604,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.964649577277554,scmae_only,-0.0016017756224584393,local__smoker_condition,-0.9662513529000124,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.964649577277554,matched three-run group means; raw per-seed rows not in snapshot,0.03535042272244604,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.964649577277554,scmae_only,0.8466283387720607,local__smoker_condition,-0.11802123850549329,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.964649577277554,matched three-run group means; raw per-seed rows not in snapshot,0.03535042272244604,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.964649577277554,scmae_only,0.2829670562538661,local__smoker_condition,-0.6816825210236879,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.964649577277554,matched three-run group means; raw per-seed rows not in snapshot,0.03535042272244604,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.964649577277554,scmae_only,0.1793428479632675,local__smoker_condition,-0.7853067293142865,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.964649577277554,matched three-run group means; raw per-seed rows not in snapshot,0.03535042272244604,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.964649577277554,scmae_only,0.24542610310438037,local__smoker_condition,-0.7192234741731736,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.964649577277554,matched three-run group means; raw per-seed rows not in snapshot,0.03535042272244604,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.964649577277554,scmae_only,0.0001254749395490936,local__smoker_condition,-0.9645241023380049,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.964649577277554,matched three-run group means; raw per-seed rows not in snapshot,0.03535042272244604,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.964649577277554,scmae_only,0.2863782792852709,local__smoker_condition,-0.6782712979922831,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.964649577277554,matched three-run group means; raw per-seed rows not in snapshot,0.03535042272244604,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.964649577277554,scmae_only,0.7724396586769117,local__smoker_condition,-0.1922099186006423,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.964649577277554,matched three-run group means; raw per-seed rows not in snapshot,0.03535042272244604,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8402099354428767,scmae_only,0.5082226683699163,local__sms_spam_collection,-0.33198726707296045,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8402099354428767,matched three-run group means; raw per-seed rows not in snapshot,0.1597900645571233,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8402099354428767,scmae_only,0.01106605859489365,local__sms_spam_collection,-0.8291438768479831,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8402099354428767,matched three-run group means; raw per-seed rows not in snapshot,0.1597900645571233,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8402099354428767,scmae_only,0.14595991428326094,local__sms_spam_collection,-0.6942500211596158,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8402099354428767,matched three-run group means; raw per-seed rows not in snapshot,0.1597900645571233,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8402099354428767,scmae_only,0.0289216462527547,local__sms_spam_collection,-0.811288289190122,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8402099354428767,matched three-run group means; raw per-seed rows not in snapshot,0.1597900645571233,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8402099354428767,scmae_only,0.0490388003481654,local__sms_spam_collection,-0.7911711350947113,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8402099354428767,matched three-run group means; raw per-seed rows not in snapshot,0.1597900645571233,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8402099354428767,scmae_only,0.3418611460524354,local__sms_spam_collection,-0.4983487893904413,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8402099354428767,matched three-run group means; raw per-seed rows not in snapshot,0.1597900645571233,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8402099354428767,scmae_only,0.12252398984736479,local__sms_spam_collection,-0.7176859455955119,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8402099354428767,matched three-run group means; raw per-seed rows not in snapshot,0.1597900645571233,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8402099354428767,scmae_only,0.28939227977832865,local__sms_spam_collection,-0.5508176556645481,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8402099354428767,matched three-run group means; raw per-seed rows not in snapshot,0.1597900645571233,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,>=0.8,observational,,low_observational_summary,0.8402099354428767,scmae_only,0.11843579673855398,local__sms_spam_collection,-0.7217741387043227,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.8402099354428767,matched three-run group means; raw per-seed rows not in snapshot,0.1597900645571233,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.6-0.8,observational,,low_observational_summary,0.6165433569577193,scmae_only,0.21637804071177302,local__spambase,-0.4001653162459463,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.6165433569577193,matched three-run group means; raw per-seed rows not in snapshot,0.38345664304228066,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.6-0.8,observational,,low_observational_summary,0.6165433569577193,scmae_only,0.0004480896025792507,local__spambase,-0.6160952673551401,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.6165433569577193,matched three-run group means; raw per-seed rows not in snapshot,0.38345664304228066,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.6-0.8,observational,,low_observational_summary,0.6165433569577193,scmae_only,0.14958818879352806,local__spambase,-0.46695516816419125,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.6165433569577193,matched three-run group means; raw per-seed rows not in snapshot,0.38345664304228066,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.6-0.8,observational,,low_observational_summary,0.6165433569577193,scmae_only,-0.015640184767677555,local__spambase,-0.6321835417253969,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.6165433569577193,matched three-run group means; raw per-seed rows not in snapshot,0.38345664304228066,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.6-0.8,observational,,low_observational_summary,0.6165433569577193,scmae_only,0.11811250744981118,local__spambase,-0.49843084950790817,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.6165433569577193,matched three-run group means; raw per-seed rows not in snapshot,0.38345664304228066,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.6-0.8,observational,,low_observational_summary,0.6165433569577193,scmae_only,-0.02790627765030664,local__spambase,-0.644449634608026,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.6165433569577193,matched three-run group means; raw per-seed rows not in snapshot,0.38345664304228066,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.6-0.8,observational,,low_observational_summary,0.6165433569577193,scmae_only,-0.0072909241165171335,local__spambase,-0.6238342810742364,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.6165433569577193,matched three-run group means; raw per-seed rows not in snapshot,0.38345664304228066,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_recurrence,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.6-0.8,observational,,low_observational_summary,0.6165433569577193,scmae_only,-0.0178507094408256,local__spambase,-0.6343940663985449,negative,auxiliary V18 variant,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.6165433569577193,matched three-run group means; raw per-seed rows not in snapshot,0.38345664304228066,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_no_stability,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,0.6-0.8,observational,,low_observational_summary,0.6165433569577193,scmae_only,-0.0007271521665930513,local__spambase,-0.6172705091243124,negative,149-dataset x 3-seed matrix,A0_audited_long_table,observed_intervention_harm,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.6165433569577193,matched three-run group means; raw per-seed rows not in snapshot,0.38345664304228066,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,random control,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_shuffled_E0,random,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.023054981741142858,scmae_only,-0.002501620962058583,local__statlog_german_credit,-0.02555660270320144,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.023054981741142858,matched three-run group means; raw per-seed rows not in snapshot,0.9769450182588572,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_C_exactzero,static,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.023054981741142858,scmae_only,0.013754602627357363,local__statlog_german_credit,-0.009300379113785494,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.023054981741142858,matched three-run group means; raw per-seed rows not in snapshot,0.9769450182588572,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,fixed/analytic policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_GW_frozen,fixed,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.023054981741142858,scmae_only,-0.0016150930394065463,local__statlog_german_credit,-0.024670074780549403,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.023054981741142858,matched three-run group means; raw per-seed rows not in snapshot,0.9769450182588572,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,latent_candidate_spectral,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.023054981741142858,scmae_only,0.0024169526183362004,local__statlog_german_credit,-0.020638029122806656,observed-small,149-dataset x 3-seed matrix,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.023054981741142858,matched three-run group means; raw per-seed rows not in snapshot,0.9769450182588572,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,learned policy,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_full,learned,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.023054981741142858,scmae_only,0.007388648832544087,local__statlog_german_credit,-0.01566633290859877,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.023054981741142858,matched three-run group means; raw per-seed rows not in snapshot,0.9769450182588572,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_leiden,auxiliary,V18
Auxiliary variants are retained in the long table; requested family columns use only the explicit mapping.,metadata_only_or_unresolved,<0.2,observational,,low_observational_summary,0.023054981741142858,scmae_only,0.005314944495759612,local__statlog_german_credit,-0.017740037245383245,observed-small,auxiliary V18 variant,A0_audited_long_table,observed_small_effect,,,,,v18_scmae_mainline_v2_2; nan_to_num_then_column_standard_scaler,,affinity/edge,,,,,,,{},,post_intervention,0.023054981741142858,matched three-run group means; raw per-seed rows not in snapshot,0.9769450182588572,paired/final ARI is downstream of the intervention; no causal direction inferred,active ARI; V18 also publishes all-row ARI and Leiden readout,False,3,123|42|7,FISTA/EdgeGate/fixed relation,V18/scmae_mainline_v2_2,completed,latent relation/affinity,v18_mask04,auxiliary,V18
